entidad_ocurrencia,sexo_cat,edad_anios,grupo_edad,conindig_cat,afromex_cat,nacionalidad_cat,lugar_ocurrencia,area_ur_cat
Michoacán,Hombre,NA,Edad no especificada,No especificada,No especificada,No especificada,Se ignora,No especificada
Michoacán,Hombre,32,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Michoacán,Hombre,36,Adultos (36–59),No indígena,No afromexicana,Mexicana,Otro,Rural
Michoacán,Hombre,58,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Hombre,30,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Hombre,57,Adultos (36–59),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Michoacán,Hombre,38,Adultos (36–59),No indígena,No afromexicana,Mexicana,Se ignora,Urbana
Michoacán,Hombre,34,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Otro,Urbana
Michoacán,Hombre,22,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Hombre,29,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Rural
Michoacán,Hombre,37,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Rural
Michoacán,Mujer,41,Adultos (36–59),No indígena,No afromexicana,Mexicana,Se ignora,Urbana
Michoacán,Hombre,24,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Hombre,38,Adultos (36–59),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Michoacán,Hombre,32,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Área comercial o de servicios,Urbana
Michoacán,Hombre,13,Adolescentes (10–19),No indígena,No afromexicana,Mexicana,Se ignora,Urbana
Michoacán,Hombre,21,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Otro,Urbana
Michoacán,Hombre,18,Adolescentes (10–19),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Michoacán,Mujer,45,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Hombre,16,Adolescentes (10–19),No indígena,No afromexicana,Mexicana,Otro,Urbana
Michoacán,Mujer,27,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Hombre,29,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Otro,Urbana
Michoacán,Hombre,18,Adolescentes (10–19),No indígena,No afromexicana,Mexicana,Otro,Urbana
Michoacán,Hombre,58,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Rural
Michoacán,Hombre,16,Adolescentes (10–19),No indígena,No afromexicana,Mexicana,Granja (rancho o parcela),Rural
Michoacán,Hombre,23,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Otro,Urbana
Michoacán,Hombre,23,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Área comercial o de servicios,Rural
Michoacán,Hombre,23,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Rural
Michoacán,Hombre,34,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Hombre,27,Jóvenes (20–35),No especificada,No afromexicana,Mexicana,Se ignora,Urbana
Michoacán,Mujer,50,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Hombre,54,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Hombre,30,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Área comercial o de servicios,Urbana
Michoacán,Hombre,62,Adultos mayores (60+),No indígena,No afromexicana,Mexicana,Granja (rancho o parcela),Urbana
Michoacán,Hombre,30,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Hombre,19,Adolescentes (10–19),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Rural
Michoacán,Hombre,28,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Mujer,29,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Hombre,26,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Hombre,34,Jóvenes (20–35),Indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Mujer,18,Adolescentes (10–19),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Hombre,45,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Hombre,19,Adolescentes (10–19),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Hombre,45,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Hombre,21,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Hombre,15,Adolescentes (10–19),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Hombre,17,Adolescentes (10–19),No indígena,No afromexicana,Mexicana,Se ignora,Urbana
Michoacán,Hombre,32,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Michoacán,Hombre,29,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Rural
Michoacán,Hombre,29,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Se ignora,Urbana
Michoacán,Hombre,47,Adultos (36–59),No especificada,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Hombre,26,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Hombre,28,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Otro,Urbana
Michoacán,Hombre,NA,Edad no especificada,No especificada,No especificada,No especificada,Se ignora,No especificada
Michoacán,Mujer,34,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Michoacán,Hombre,52,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Hombre,28,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Otro,Urbana
Michoacán,Hombre,43,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Hombre,29,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Hombre,31,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Rural
Michoacán,Hombre,42,Adultos (36–59),No indígena,No afromexicana,Mexicana,Granja (rancho o parcela),Rural
Michoacán,Hombre,32,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Hombre,20,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Rural
Michoacán,Hombre,31,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Hombre,54,Adultos (36–59),No indígena,No afromexicana,Mexicana,Otro,Rural
Michoacán,Hombre,16,Adolescentes (10–19),No indígena,No afromexicana,Mexicana,Se ignora,Urbana
Michoacán,Hombre,83,Adultos mayores (60+),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Hombre,45,Adultos (36–59),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Michoacán,Hombre,58,Adultos (36–59),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Michoacán,Mujer,28,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Otro,Urbana
Michoacán,Mujer,19,Adolescentes (10–19),No indígena,No afromexicana,Mexicana,Otro,Urbana
Michoacán,Hombre,26,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Hombre,20,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Rural
Michoacán,Mujer,35,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Otro,Urbana
Michoacán,Hombre,43,Adultos (36–59),No indígena,No afromexicana,Mexicana,Se ignora,Urbana
Michoacán,Hombre,54,Adultos (36–59),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Michoacán,Hombre,37,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Hombre,40,Adultos (36–59),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Michoacán,Hombre,17,Adolescentes (10–19),No indígena,No afromexicana,Extranjera,Calle o carretera (vía pública),Urbana
Michoacán,Hombre,23,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Hombre,48,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Hombre,43,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Hombre,21,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Se ignora,Urbana
Michoacán,Hombre,75,Adultos mayores (60+),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Michoacán,Hombre,25,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Rural
Michoacán,Hombre,26,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Hombre,38,Adultos (36–59),No indígena,No afromexicana,Mexicana,Otro,Urbana
Michoacán,Hombre,42,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Hombre,30,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Área comercial o de servicios,Urbana
Michoacán,Hombre,24,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Se ignora,Rural
Michoacán,Hombre,49,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Hombre,49,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Hombre,NA,Edad no especificada,No especificada,No especificada,No especificada,Otro,No especificada
Michoacán,Hombre,36,Adultos (36–59),No especificada,No afromexicana,Mexicana,Área comercial o de servicios,Urbana
Michoacán,Hombre,29,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Área comercial o de servicios,Urbana
Michoacán,Hombre,22,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Se ignora,Urbana
Michoacán,Hombre,31,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Área comercial o de servicios,Rural
Michoacán,Mujer,23,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Hombre,21,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Hombre,23,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Hombre,23,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Otro,Urbana
Michoacán,Mujer,23,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Hombre,30,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Granja (rancho o parcela),Urbana
Michoacán,Hombre,16,Adolescentes (10–19),No indígena,No afromexicana,Mexicana,Se ignora,Urbana
Michoacán,Hombre,18,Adolescentes (10–19),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Hombre,45,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Hombre,21,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Hombre,31,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Vivienda colectiva,Urbana
Michoacán,Hombre,28,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Otro,Urbana
Michoacán,Hombre,58,Adultos (36–59),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Michoacán,Hombre,55,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Hombre,31,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Michoacán,Hombre,21,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Otro,Urbana
Michoacán,Hombre,18,Adolescentes (10–19),No indígena,Afromexicana,Mexicana,Se ignora,Urbana
Michoacán,Hombre,32,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Hombre,49,Adultos (36–59),No indígena,No afromexicana,Mexicana,Se ignora,Urbana
Michoacán,Hombre,43,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Hombre,33,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Otro,Urbana
Michoacán,Hombre,50,Adultos (36–59),No indígena,No afromexicana,Mexicana,Se ignora,Urbana
Michoacán,Hombre,39,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Hombre,30,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Otro,Urbana
Michoacán,Mujer,33,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Otro,Urbana
Michoacán,Hombre,49,Adultos (36–59),No indígena,No afromexicana,Mexicana,Otro,Urbana
Michoacán,Hombre,15,Adolescentes (10–19),No indígena,No afromexicana,Mexicana,Se ignora,Urbana
Michoacán,Hombre,16,Adolescentes (10–19),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Hombre,30,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Otro,Urbana
Michoacán,Mujer,31,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Otro,Urbana
Michoacán,Hombre,49,Adultos (36–59),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Michoacán,Hombre,27,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Otro,Urbana
Michoacán,Hombre,51,Adultos (36–59),No indígena,No afromexicana,Mexicana,Área comercial o de servicios,Urbana
Michoacán,Hombre,24,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Hombre,25,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Se ignora,Urbana
Michoacán,Hombre,43,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Hombre,47,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Hombre,36,Adultos (36–59),Indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Michoacán,Hombre,35,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Se ignora,Urbana
Michoacán,Hombre,30,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Otro,Urbana
Michoacán,Hombre,39,Adultos (36–59),No indígena,No afromexicana,Mexicana,Se ignora,Urbana
Michoacán,Mujer,31,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Se ignora,Urbana
Michoacán,Hombre,49,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Hombre,20,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Rural
Michoacán,Hombre,42,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Hombre,34,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Hombre,25,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Hombre,32,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Hombre,22,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Hombre,64,Adultos mayores (60+),No indígena,No afromexicana,Mexicana,Granja (rancho o parcela),Urbana
Michoacán,Hombre,36,Adultos (36–59),No indígena,No afromexicana,Mexicana,Vivienda particular,Rural
Michoacán,Hombre,12,Adolescentes (10–19),No indígena,Afromexicana,Mexicana,Otro,Urbana
Michoacán,Hombre,50,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Mujer,22,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Otro,Urbana
Michoacán,Mujer,NA,Edad no especificada,No especificada,No especificada,No especificada,Otro,No especificada
Michoacán,Hombre,35,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Otro,Urbana
Michoacán,Hombre,20,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Otro,Urbana
Michoacán,Hombre,16,Adolescentes (10–19),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Hombre,63,Adultos mayores (60+),No indígena,No afromexicana,Mexicana,Se ignora,Urbana
Michoacán,Hombre,21,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Hombre,37,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Hombre,19,Adolescentes (10–19),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Hombre,20,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Hombre,31,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Otro,Urbana
Michoacán,Hombre,28,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Hombre,34,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Otro,Urbana
Michoacán,Mujer,18,Adolescentes (10–19),No indígena,No afromexicana,Mexicana,Otro,Urbana
Michoacán,Hombre,37,Adultos (36–59),Indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Hombre,26,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Se ignora,Urbana
Michoacán,Hombre,53,Adultos (36–59),No indígena,No afromexicana,Mexicana,Otro,Urbana
Michoacán,Hombre,21,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Se ignora,Urbana
Michoacán,Hombre,34,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Se ignora,Urbana
Michoacán,Hombre,48,Adultos (36–59),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Michoacán,Hombre,42,Adultos (36–59),No indígena,No afromexicana,Mexicana,Área comercial o de servicios,Urbana
Michoacán,Hombre,36,Adultos (36–59),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Michoacán,Hombre,34,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Se ignora,Urbana
Michoacán,Mujer,52,Adultos (36–59),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Michoacán,No especificado,NA,Edad no especificada,No especificada,No especificada,No especificada,Otro,No especificada
Michoacán,Hombre,28,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Se ignora,Urbana
Michoacán,Hombre,23,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Otro,Urbana
Michoacán,Hombre,34,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Otro,Urbana
Michoacán,Mujer,5,Infancias (1–9),No indígena,No afromexicana,Mexicana,Otro,Urbana
Michoacán,Hombre,44,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Hombre,39,Adultos (36–59),No indígena,No afromexicana,Mexicana,Otro,Urbana
Michoacán,Mujer,60,Adultos mayores (60+),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Michoacán,Hombre,59,Adultos (36–59),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Michoacán,Hombre,NA,Edad no especificada,No especificada,No especificada,No especificada,Calle o carretera (vía pública),No especificada
Michoacán,Hombre,20,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Se ignora,Urbana
Michoacán,Hombre,46,Adultos (36–59),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Michoacán,Hombre,36,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Hombre,38,Adultos (36–59),No indígena,No afromexicana,Mexicana,Se ignora,Urbana
Michoacán,Hombre,17,Adolescentes (10–19),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Mujer,33,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Hombre,32,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Hombre,32,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Hombre,47,Adultos (36–59),No indígena,No afromexicana,Mexicana,Se ignora,Urbana
Michoacán,Hombre,25,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Hombre,15,Adolescentes (10–19),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Hombre,NA,Edad no especificada,No especificada,No especificada,No especificada,Otro,No especificada
Michoacán,Hombre,36,Adultos (36–59),No indígena,No especificada,Mexicana,Se ignora,Urbana
Michoacán,Hombre,34,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Se ignora,Urbana
Michoacán,Hombre,31,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Rural
Michoacán,Hombre,24,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Otro,Urbana
Michoacán,Mujer,46,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Hombre,46,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Hombre,21,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Otro,Urbana
Michoacán,Hombre,27,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Michoacán,Hombre,61,Adultos mayores (60+),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Michoacán,Hombre,24,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Hombre,NA,Edad no especificada,No especificada,No especificada,No especificada,Se ignora,No especificada
Michoacán,Hombre,43,Adultos (36–59),No indígena,No afromexicana,Mexicana,Otro,Urbana
Michoacán,Hombre,45,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Mujer,41,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Mujer,52,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Hombre,NA,Edad no especificada,No especificada,No especificada,No especificada,Se ignora,No especificada
Michoacán,Mujer,43,Adultos (36–59),No indígena,No afromexicana,Mexicana,Área comercial o de servicios,Urbana
Michoacán,Hombre,48,Adultos (36–59),No indígena,No afromexicana,Mexicana,Se ignora,Urbana
Michoacán,Hombre,27,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Mujer,30,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Mujer,47,Adultos (36–59),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Michoacán,Hombre,43,Adultos (36–59),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Michoacán,Mujer,75,Adultos mayores (60+),No indígena,No afromexicana,Mexicana,Vivienda particular,Rural
Michoacán,Hombre,49,Adultos (36–59),No indígena,No afromexicana,Mexicana,Granja (rancho o parcela),Urbana
Michoacán,Hombre,40,Adultos (36–59),No indígena,No afromexicana,Mexicana,Vivienda particular,Rural
Michoacán,Hombre,NA,Edad no especificada,No especificada,No especificada,No especificada,Calle o carretera (vía pública),No especificada
Michoacán,Hombre,37,Adultos (36–59),Indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Hombre,17,Adolescentes (10–19),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Hombre,28,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Se ignora,Urbana
Michoacán,Hombre,44,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Hombre,71,Adultos mayores (60+),No indígena,No afromexicana,Mexicana,Se ignora,Urbana
Michoacán,Hombre,33,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Michoacán,Hombre,29,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Hombre,48,Adultos (36–59),No indígena,No afromexicana,Mexicana,Granja (rancho o parcela),Rural
Michoacán,Hombre,27,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Otro,Urbana
Michoacán,Hombre,30,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Mujer,47,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Hombre,33,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Rural
Michoacán,Hombre,28,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Se ignora,Rural
Michoacán,Hombre,49,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Hombre,27,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Se ignora,Urbana
Michoacán,Hombre,83,Adultos mayores (60+),No indígena,No afromexicana,Mexicana,Granja (rancho o parcela),Urbana
Michoacán,Hombre,44,Adultos (36–59),Indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Hombre,24,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Hombre,62,Adultos mayores (60+),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Hombre,31,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Mujer,36,Adultos (36–59),Indígena,No afromexicana,Mexicana,Otro,Urbana
Michoacán,Hombre,69,Adultos mayores (60+),No indígena,No afromexicana,Mexicana,Se ignora,Rural
Michoacán,Hombre,51,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Rural
Michoacán,Hombre,43,Adultos (36–59),No indígena,No afromexicana,Mexicana,Otro,Rural
Michoacán,Hombre,31,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Hombre,57,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Hombre,24,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Hombre,25,Jóvenes (20–35),Indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Michoacán,Hombre,43,Adultos (36–59),No indígena,No afromexicana,Mexicana,Área comercial o de servicios,Urbana
